epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
165,408.068,0.66711,0.55602,1.07003,0.36844,0.22119,0.25464,0.17019,2.1775,6.13575,2.21241,0.00023525,0.00023525,0.00023525
166,410.559,0.62578,0.53377,1.06999,0.41186,0.21053,0.25413,0.16791,2.19394,6.06472,2.20117,0.000229063,0.000229063,0.000229063
167,412.998,0.6182,0.56388,1.03735,0.39801,0.22368,0.25102,0.1713,2.18827,6.04893,2.19631,0.000222875,0.000222875,0.000222875
168,415.552,0.6568,0.5249,1.04777,0.35339,0.22207,0.23498,0.16075,2.23393,6.10639,2.23777,0.000216688,0.000216688,0.000216688
169,418.029,0.67837,0.54579,1.0691,0.356,0.22783,0.23235,0.15439,2.25623,6.20401,2.26084,0.0002105,0.0002105,0.0002105
170,420.517,0.67454,0.52605,1.053,0.32058,0.21053,0.21584,0.14136,2.25341,6.31207,2.2522,0.000204313,0.000204313,0.000204313
171,422.962,0.67765,0.54565,1.08176,0.3133,0.22368,0.2121,0.13452,2.25975,6.36176,2.25077,0.000198125,0.000198125,0.000198125
172,425.567,0.6582,0.58021,1.09216,0.30718,0.18878,0.20273,0.12878,2.23115,6.42314,2.23779,0.000191938,0.000191938,0.000191938
173,428.138,0.61855,0.53183,1.05057,0.2783,0.18421,0.20089,0.13146,2.20305,6.40823,2.23811,0.00018575,0.00018575,0.00018575
174,430.552,0.61184,0.55199,1.0569,0.35406,0.18421,0.22729,0.13403,2.18173,6.41798,2.22235,0.000179563,0.000179563,0.000179563
175,432.955,0.66437,0.54473,1.07569,0.39222,0.19171,0.24714,0.14166,2.17467,6.42559,2.20568,0.000173375,0.000173375,0.000173375
176,435.423,0.65472,0.50916,1.02464,0.38039,0.18421,0.2399,0.14014,2.17459,6.36945,2.18938,0.000167188,0.000167188,0.000167188
177,437.815,0.64217,0.5798,1.08572,0.35545,0.17105,0.21942,0.13694,2.21198,6.3584,2.2013,0.000161,0.000161,0.000161
178,440.262,0.60747,0.47988,1.02091,0.31798,0.18421,0.21823,0.13437,2.23615,6.4069,2.22213,0.000154812,0.000154812,0.000154812
179,442.68,0.66708,0.52373,1.04812,0.3085,0.19091,0.21827,0.13058,2.26027,6.41454,2.2474,0.000148625,0.000148625,0.000148625
180,445.107,0.61403,0.53145,1.06222,0.31988,0.18705,0.22691,0.13234,2.28093,6.39468,2.2421,0.000142437,0.000142437,0.000142437
181,447.523,0.62129,0.48695,1.04064,0.30146,0.17993,0.20652,0.12528,2.29418,6.36596,2.2717,0.00013625,0.00013625,0.00013625
182,449.957,0.67782,0.5545,1.06829,0.31759,0.18331,0.20883,0.12334,2.28822,6.34004,2.29069,0.000130062,0.000130062,0.000130062
183,452.375,0.61154,0.49749,1.01593,0.29752,0.18421,0.20014,0.11606,2.27691,6.33468,2.29116,0.000123875,0.000123875,0.000123875
